41238,11486,22901
47883,35824,312
9419,68983,59320
64583,53269,31491
28746,5055,82055
33938,61806,54616
39717,96036,28462
48501,47260,77857
14660,34289,82546
33414,45979,65698
60332,9637,75610
60755,47747,20663
78783,56219,1294
65759,21600,83106
57771,7354,82363
57800,3329,94108
8302,97041,8866
58932,39181,48767
84377,69223,35272
92400,24428,78399
12796,18069,98025
65522,31834,93163
61734,40909,55396
73448,29297,97552
23421,4058,25449
53716,70703,80691
48573,34443,85840
33109,5461,97327
21016,39815,2563
9538,45821,55263
48892,12834,7105
7743,65098,75561
40192,18622,96543
75071,42754,71189
92535,691,3185
71909,62537,31615
91901,58390,28582
61556,11600,9445
12630,93555,35677
53762,81641,65466
80945,88199,1418
35596,89069,45726
54098,26036,72179
70440,61576,207
92508,94620,37431
23922,38311,85037
99309,3411,62362
55060,99648,7525
12845,80639,39357
8246,96145,25007
82267,27259,17983
64774,80175,65989
93182,22496,92884
51427,49441,84325
65317,24992,69545
10166,26396,81706
76921,4892,50605
72255,17258,97613
72970,71945,84494
89217,48290,3868
82101,52081,74163
55203,63552,58196
59246,16997,11764
39100,69848,886
62475,41826,62097
78319,56672,96449
38156,56323,91807
92117,14248,51641
89528,17150,68190
75317,81462,35071
33943,60866,46376
80211,21017,99903
87389,84664,74739
23618,81973,21452
28275,41032,49104
28233,74230,15457
75326,80960,49713
98822,6647,19638
57350,15024,17408
98613,61083,73756
95757,84324,1288
36364,62413,54580
72012,46388,53456
48671,23789,76285
26346,67830,79851
45081,82708,54936
39559,91796,72298
72411,49944,78787
44497,12675,40508
75527,30462,88639
75377,85035,68352
67675,94736,15449
62750,94294,9999
32043,98312,40262
26448,9351,96835
79583,87308,18297
20231,96229,34380
54180,22466,38811
34842,32941,48547
65740,29896,45720
64139,11611,68720
75950,85818,18175
27517,5034,18515
37050,6305,88375
6753,34242,471
94661,72376,25040
66207,9779,59940
90573,21759,99797
97550,81229,34405
62568,25144,86569
43919,62786,61022
11725,98463,61431
20302,9931,4505
32193,56607,34712
41341,98990,90202
59958,86611,55862
60567,58965,56304
75243,52671,50882
53276,21153,29775
59070,17008,7685
81929,51528,96422
67520,62515,2802
67462,87015,13721
37851,38354,76953
27093,29431,61326
61079,93827,49223
41112,9414,38085
60591,71807,27964
7709,68187,76271
50296,2570,51103
80856,95563,29445
35768,55112,49523
81798,59875,36515
54082,96643,26294
57109,22636,52567
96896,88074,25207
52058,70573,23273
53029,6909,81325
70130,97117,92346
34387,130,81536
98775,27831,8667
28039,29759,30410
29981,94585,32020
63560,64987,2659
3485,66006,83576
25427,85220,66535
16594,55583,73973
6792,22459,64253
85854,7726,98059
33858,95758,66413
59941,32519,78772
73731,89490,56647
92128,16683,62092
14349,82118,44724
45313,44307,48469
87604,3185,1996
31398,163,8187
62594,19496,41413
52993,89647,48559
15649,62040,78256
13910,37059,35527
99576,56730,65581
67853,38855,47117
62163,39712,27499
43848,24969,44301
32169,32499,67363
16323,20428,48946
76769,61243,15287
60662,67492,23336
4186,61483,72626
14728,63075,96128
42658,48793,58032
54760,59249,63389
67502,2809,80016
80344,33076,51466
97409,64243,58561
45180,85792,16564
81951,86646,84606
60797,96156,30923
1500,44095,78644
28828,42150,44489
51543,57716,78330
36844,59428,43547
42768,31633,56769
2040,99327,68673
8516,35206,35760
72393,51088,41005
90228,69424,45379
82948,73350,35720
94369,29620,26752
95631,44554,94176
54060,94765,49338
65337,28635,31874
33358,35348,76768
71003,56778,59361
28858,86504,68086
63862,42599,82040
40862,99891,20266
96348,85061,77131
50817,78120,85368
36323,11210,8991
59342,15326,9676
45323,15777,35434
66807,68371,80957
2858,23431,99700
7123,60629,73126
89693,76170,90262
22755,95870,12947
3596,37802,73005
59625,62995,77309
26064,76816,54019
32541,71318,2131
16517,66487,91155
44612,27513,90466
98791,38366,58096
87131,83932,43161
84511,94392,37198
19029,84930,45535
36640,28755,63576
30905,74844,32674
5443,15048,49808
37733,21442,39514
91056,83972,16043
40409,37417,90538
19077,56153,81504
17151,19180,35158
94657,10508,18147
35958,4896,16029
70152,49519,18852
19157,55490,41522
19926,95426,69942
82679,91545,60842
44550,99717,72890
22560,79262,75628
60357,91399,12191
62693,91000,71679
14995,48506,42843
37725,16933,56803
34180,20315,4425
39943,11461,98289
10335,67003,59006
41324,14901,64862
8676,8119,97134
83610,52472,31364
46992,32011,84281
36097,21699,33393
364,43449,77745
52754,43232,17231
58463,27552,65305
58935,67300,28653
41582,48070,12230
85458,62900,42581
96905,26927,70580
89538,40577,34895
40907,73248,89294
40110,24517,28209
95071,47060,86010
32361,73407,79017
56637,44391,40600
37758,5507,62422
94615,66640,89224
23408,52838,54947
57098,78690,38872
84623,58922,25030
12743,77225,29003
28521,34657,73729
46407,95301,13899
67849,4697,44958
20066,4978,60743
64833,73689,64526
81886,33831,14118
19155,23034,28128
92431,36485,53657
66886,11078,78937
21456,39637,36017
7238,1287,27445
24558,90080,90309
93955,27027,23944
92788,69611,44138
25991,99425,79948
16918,52459,29061
7221,31477,33398
27053,11588,77589
90891,30354,44552
75084,5987,29353
41874,94479,23914
9789,97206,43428
87513,12618,60482
65324,85059,37796
28655,24502,6279
60584,60607,8807
54931,61580,45598
16691,48786,68501
36004,65546,99456
7102,53591,40551
52003,88050,35289
30222,44266,57587
73324,74001,30820
92790,57354,88104
88776,72176,57484
74495,60187,32497
19074,41850,86694
81099,28309,40880
99805,56564,64483
5173,58436,69637
76743,84943,83381
51604,13233,8805
55360,42125,25525
28050,94127,56410
65336,11174,65706
39402,60594,11827
13537,88684,89119
31292,37806,68337
77884,13474,61430
42200,19748,24605
97384,90470,75857
86125,41815,90562
86825,3854,52656
8289,48066,2522
71355,64241,71313
66530,13474,82293
94586,66358,95041
51293,64350,28046
98890,9778,76342
69785,87132,8969
63573,75507,71299
97101,82116,17850
50802,14682,61252
64505,11057,4264
17312,1830,43701
69541,3618,28115
75793,7805,82990
44727,25752,47726
9155,20938,58980
89459,4864,46927
83979,76612,37500
88214,58130,89447
41223,54530,19765
64038,89086,96939
40903,78071,28015
52328,62715,32855
48952,28792,19246
30902,57382,41290
11975,47160,33690
69369,82431,13194
65172,80806,58104
40995,92852,92490
60515,65805,36585
45137,49680,85216
34655,7218,62089
28724,84314,61817
27048,38704,1037
57935,89097,13546
4354,45108,24438
32472,51095,76341
77780,2134,36995
87577,45014,38241
69348,85029,37413
48875,5803,40167
57388,758,53328
17390,84879,18256
56078,61067,6942
18350,86045,41354
65405,8159,81527
52210,30868,14242
87317,69508,46603
30737,19477,46555
21372,94260,47668
40972,49192,41747
5296,47118,99694
90556,73923,31970
67835,13910,33733
97420,26992,27392
75327,71653,72774
23197,63351,29376
87067,49909,43893
66290,2325,65458
86971,21056,96894
98500,68105,14469
39072,19411,50822
69937,3058,91064
49555,27762,82031
75170,51952,55747
20113,59999,16537
54446,19676,36639
48696,22602,66971
34338,91132,79429
66438,70994,47617
79019,11833,36403
27760,18884,25029
96584,49580,61333
6199,44485,43178
1685,2187,71737
47482,31135,74132
58348,648,31362
36512,71304,68641
80617,24228,92673
94226,52090,93535
15196,45969,1003
68619,15123,3119
134,45447,43742
83786,28744,65894
40291,50537,8216
80706,18384,56505
21768,52917,88590
6714,44412,82216
63050,41391,33761
94339,19975,21513
9504,71834,51479
40220,48333,57955
56424,58494,87068
43703,88833,88916
6886,19116,14252
29360,39186,99198
32146,89066,14090
8006,77507,95363
67259,52263,43447
20749,33120,39907
57188,10584,12247
95475,71856,12198
89118,10440,97418
30877,51501,4412
16510,48567,83854
95297,9427,1884
60480,10677,30866
99422,87128,67139
36879,69622,46697
92455,90753,32589
11205,31066,82017
28037,30627,15510
63478,60570,93391
84521,51058,29246
43643,7248,83357
35020,8869,27436
9419,34339,36624
61839,60241,64596
10959,84136,72619
75204,44524,55287
21915,82017,49256
49750,97063,31189
31975,95967,18704
27251,47392,40782
76410,98325,52915
48350,99154,45519
31653,12017,93893
43388,93261,45430
99398,21140,89310
90,28676,90243
29807,48880,75576
81248,1204,67781
65225,81737,30811
25009,48667,7012
36993,52547,8688
96801,44164,79301
24135,84236,23458
67772,66369,79511
67528,32674,94977
10091,96314,65889
15692,54488,71538
28509,36103,48177
24258,48789,42369
61376,51916,31147
50379,90292,50272
2829,99043,39990
19256,13686,32276
39955,29729,43262
4266,37350,96303
35795,73728,80140
57387,76074,74442
87942,81677,80696
48628,25661,66142
23961,57266,39363
56281,54557,77330
89220,49213,17587
14139,56950,54071
51225,90598,9442
4409,23288,81221
43006,92371,50606
83632,98998,24260
64020,24024,48960
58588,49887,75107
71493,58974,91616
88788,42046,79955
23453,63618,96825
60555,85327,45468
12062,60881,69495
4481,16536,75882
84131,11680,68283
58453,29183,13532
22967,94147,8442
44823,81798,80863
57702,41393,69096
69772,90611,90380
74332,35786,85552
51586,29470,35783
13029,78458,41054
26126,33214,78990
76931,94565,47623
67734,21896,89140
32614,41279,74714
23055,1233,46240
3618,1545,64772
25323,8905,57622
97567,11783,43123
2464,30255,68387
71325,51477,73569
71119,46232,58668
12128,84037,18246
67619,10724,13825
60396,79248,83229
26633,69182,80938
92728,25144,35827
90453,87466,97937
68038,32690,29917
51472,58402,93704
37641,2857,70409
8707,88320,42363
13820,40220,19400
8898,80488,35258
8103,14748,1721
73327,45549,90563
83271,33044,95175
50544,80889,5749
82013,73979,3638
51557,11698,26489
94279,75035,59998
53457,38779,48695
52897,53696,58133
52455,63415,94369
88006,34784,81714
21248,28234,59140
99868,90640,63581
39460,79896,41473
8024,16605,14067
18805,38463,92672
12729,38981,43996
84016,53645,47435
43332,88246,21453
57091,56350,12573
94650,80014,59801
5724,74670,61762
43771,2614,92057
41034,41960,5920
48180,67061,48295
59802,96719,91668
82350,63241,90078
13297,36984,61190
7586,18302,43043
23736,89593,55066
53943,54312,58012
11217,74922,56027
57104,98807,2160
73751,85487,99503
61169,32506,61992
77636,34540,19030
14276,36863,89733
32546,53962,12669
78925,37411,98550
52204,6602,29527
75581,12110,95415
20501,44750,88808
26724,9079,59085
2017,65960,54512
56245,56320,82717
67262,88827,66007
46002,60637,20815
10934,72795,54271
2284,95037,65832
24170,92018,60890
28849,61756,97149
13003,55368,38859
99221,66749,63207
80231,86432,57873
68911,68316,75250
31330,73067,19275
30317,41551,28447
37433,55769,31202
98208,84114,27259
20368,11562,46405
12464,66037,79359
79788,50931,66537
82868,86698,27768
60856,6657,32277
77524,77176,98128
68053,94965,63859
99440,63447,4920
66905,3239,15512
70937,92111,55957
76870,64259,38353
52990,70023,3119
5225,3407,29003
35535,47349,60468
64419,24598,66841
23124,99377,97306
41445,75960,87312
29,79614,96488
40757,24706,65304
72871,66262,9428
8394,28591,85564
99624,94585,87333
98579,76963,38444
58722,8508,12293
81151,18126,33208
87470,50769,59442
96916,14421,66709
43954,60341,84693
35019,59265,60115
30657,49485,56286
96809,12172,1939
97949,17093,47327
40195,1945,37915
37707,75241,8103
37706,48368,20374
4197,10480,76888
26822,96992,12337
80447,23191,41378
71437,33537,56879
46330,94668,51855
43250,79419,76879
86245,91089,26584
61134,62077,1966
28531,67265,6522
6519,59360,40573
26669,38116,72146
65382,26810,34544
84589,89836,36848
52902,53791,52146
45450,28077,20204
25505,22489,68073
28347,83143,83558
72191,36483,58030
4292,63221,53866
48323,69907,20127
25932,22001,33483
81436,72789,57465
19012,5056,61362
34218,8154,31347
7344,54825,84905
12109,99815,39856
24152,67907,72880
27793,18546,94859
7984,26267,65461
4363,95039,76444
30253,85781,56038
93793,64059,93430
1886,53564,60321
81174,51044,73504
62489,17019,50553
67975,90669,77617
40710,39406,67989
88338,99227,91857
11793,52390,21732
51394,86298,57668
82827,31001,85106
68945,7310,72003
32832,92145,81580
72561,47918,14264
77209,55782,38313
81882,74282,21704
51882,97992,4609
58414,62933,77634
74312,98169,34240
69635,51471,73543
95490,36491,4990
90933,43892,84379
22518,87577,618
48743,73323,65582
12912,87770,30423
7951,89917,16955
62338,48454,3983
78985,30506,48876
10980,79184,48083
19751,70704,11165
42018,41812,30011
48224,18037,19033
36265,81404,30697
52144,47177,13700
1202,24527,75444
61926,18825,39119
44256,66959,29756
88510,28243,67263
79817,52728,46347
74769,26651,74914
34106,4273,3111
5405,75942,55939
63583,27417,70584
63589,4017,29898
89537,84721,4102
23895,13525,818
55790,53172,84029
38866,83363,11556
24202,29687,55082
8936,70989,9152
66113,18369,22573
99947,59441,18839
15584,40548,56886
90436,50356,40214
12949,5437,99903
6281,32050,95178
41699,7694,41378
91671,76830,19559
9037,703,91104
95575,20178,12207
16587,15919,39864
25887,57324,68406
38003,72567,94216
98374,14196,16610
96037,96469,15450
42172,21383,25053
65489,43459,58549
55167,93789,18431
24299,58888,96156
11592,53658,82665
94871,87397,12483
29741,67002,26247
97997,29261,86131
26280,68495,77815
81429,33879,21139
9883,94136,48573
35894,24232,32571
99011,22571,71267
83721,35405,11897
84549,38496,29522
95788,96526,4885
79482,4993,18558
90375,35563,80001
45078,23672,61548
42661,94039,93503
29443,67800,55104
16420,83111,26200
44472,8892,57488
77004,34773,14770
96651,91718,98062
92585,73388,18170
26637,31499,21405
99116,91302,71556
89067,61107,71902
4349,4714,49333
33985,82952,40223
37507,78245,64234
86585,19801,57907
38675,70025,20078
90999,63531,51959
6182,74516,38729
70705,73562,81522
37903,61353,35923
78917,9437,92655
44521,19185,18798
8870,20454,27947
1907,32815,13936
89352,42076,73494
81867,13827,89586
77616,30916,54473
65459,84941,71773
20495,75046,34869
30221,8259,56414
19924,41498,37072
89553,61208,41061
80420,39421,63422
52007,31570,25760
91218,47639,31055
40456,44680,47531
23147,36507,26039
42863,48030,16989
10813,68148,29634
66041,19018,63221
43483,8560,53867
3912,5046,83997
29896,44185,92195
54491,66018,47133
185,69933,7673
63693,69748,72610
71856,61515,94293
63352,24925,15005
77188,6522,39837
25301,59078,13114
59801,92038,55033
31242,179,85583
49267,82002,72084
